http://purl.obolibrary.org/obo/NCIT_C15189,Biopsy
http://purl.obolibrary.org/obo/NCIT_C51748,Lung Biopsy
http://purl.obolibrary.org/obo/NCIT_C51782,Bronchial Biopsy
